sales_id,date_sk,store_sk,product_sk,customer_sk,promotion_sk,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_method
3583,45,2,5,35,,1,299.02,299.02,0.0,299.02,Digital Wallet
3584,45,4,7,29,,1,24.92,24.92,0.0,24.92,Cash
3585,45,2,3,22,,3,3.04,9.120000000000001,0.0,9.12,Card
3586,45,4,1,38,,2,2.6,5.2,0.0,5.2,Card
3587,45,3,7,36,,6,25.24,151.44,0.0,151.44,Card
3588,45,2,10,10,2,1,445.67,445.67,66.85,378.82,Card
3589,45,4,10,32,,1,451.12,451.12,0.0,451.12,Card
3590,45,2,3,39,,1,3.03,3.03,0.0,3.03,Gift Card
3591,45,3,10,6,,1,447.61,447.61,0.0,447.61,Digital Wallet
3592,45,2,3,31,,1,2.99,2.99,0.0,2.99,Digital Wallet
3593,45,3,10,15,2,1,444.2,444.2,66.63,377.57,Cash
3594,45,1,2,15,,2,3.2,6.4,0.0,6.4,Card
3595,45,4,1,39,,1,2.41,2.41,0.0,2.41,Card
3596,45,3,8,15,,3,7.6,22.799999999999997,0.0,22.8,Card
3597,45,5,2,5,,2,3.19,6.38,0.0,6.38,Card
3598,45,3,10,3,2,1,447.03,447.03,67.05,379.98,Digital Wallet
3599,45,2,1,18,,3,2.44,7.32,0.0,7.32,Cash
3600,45,5,3,12,,5,2.97,14.850000000000001,0.0,14.85,Card
3601,45,1,9,29,,2,9.28,18.56,0.0,18.56,Card
3602,45,3,8,12,,4,7.45,29.8,0.0,29.8,Card
3603,45,5,1,13,,1,2.45,2.45,0.0,2.45,Digital Wallet
3604,45,2,10,16,2,1,461.57,461.57,69.24,392.33,Card
3605,45,5,10,5,2,1,444.13,444.13,66.62,377.51,Card
3606,45,2,10,11,,1,449.94,449.94,0.0,449.94,Digital Wallet
3607,45,1,10,27,,1,439.76,439.76,0.0,439.76,Card
3608,45,4,8,25,,3,7.22,21.66,0.0,21.66,Card
3609,45,5,2,33,,2,3.18,6.36,0.0,6.36,Digital Wallet
3610,45,1,3,33,,1,2.95,2.95,0.0,2.95,Digital Wallet
3611,45,5,10,23,,1,467.04,467.04,0.0,467.04,Card
3612,45,5,4,27,,3,5.5,16.5,0.0,16.5,Digital Wallet
3613,45,5,9,19,,2,8.94,17.88,0.0,17.88,Card
3614,45,4,2,14,,1,3.15,3.15,0.0,3.15,Card
3615,45,3,8,32,,1,7.65,7.65,0.0,7.65,Digital Wallet
3616,45,5,1,33,,2,2.46,4.92,0.0,4.92,Card
3617,45,2,8,23,,1,7.16,7.16,0.0,7.16,Card
3618,45,4,10,38,,1,454.69,454.69,0.0,454.69,Card
3619,45,1,6,29,2,1,178.51,178.51,26.78,151.73,Card
3620,45,2,8,11,,1,7.6,7.6,0.0,7.6,Card
3621,45,2,5,27,,1,295.43,295.43,0.0,295.43,Card
3622,45,2,7,29,,2,25.19,50.38,0.0,50.38,Card
3623,45,5,5,18,2,1,300.62,300.62,45.09,255.53,Cash
3624,45,3,7,10,,3,24.54,73.62,0.0,73.62,Digital Wallet
3625,45,5,10,19,2,1,446.66,446.66,67.0,379.66,Cash
3626,45,4,2,5,,2,3.25,6.5,0.0,6.5,Card
3627,45,5,3,15,,1,3.06,3.06,0.0,3.06,Card
3628,45,4,4,5,,1,5.54,5.54,0.0,5.54,Card
3629,45,4,9,25,,6,8.91,53.46,0.0,53.46,Card
3630,45,1,7,18,,1,24.86,24.86,0.0,24.86,Card
3631,45,4,6,6,2,1,188.68,188.68,28.3,160.38,Cash
3632,45,5,10,40,2,1,461.44,461.44,69.22,392.22,Digital Wallet
3633,45,5,6,17,2,1,181.12,181.12,27.17,153.95,Cash
3634,45,2,3,11,,1,2.93,2.93,0.0,2.93,Card
3635,45,4,8,11,,9,7.31,65.78999999999999,0.0,65.79,Card
3636,45,4,8,27,,2,7.21,14.42,0.0,14.42,Card
3637,45,2,10,12,,1,445.29,445.29,0.0,445.29,Card
3638,45,5,10,19,2,1,440.41,440.41,66.06,374.35,Card
3639,45,2,1,34,,1,2.58,2.58,0.0,2.58,Cash
3640,45,3,2,40,,2,3.19,6.38,0.0,6.38,Digital Wallet
3641,45,3,4,26,,1,5.52,5.52,0.0,5.52,Digital Wallet
3642,45,2,10,38,,1,460.56,460.56,0.0,460.56,Card
3643,45,1,10,20,2,1,447.26,447.26,67.09,380.17,Card
3644,45,3,3,15,,1,3.02,3.02,0.0,3.02,Card
3645,45,1,1,19,,3,2.39,7.17,0.0,7.17,Cash
3646,45,2,5,4,,1,306.58,306.58,0.0,306.58,Card
3647,45,3,9,40,,1,8.94,8.94,0.0,8.94,Card
3648,45,5,1,5,,2,2.46,4.92,0.0,4.92,Digital Wallet
3649,45,1,8,10,,2,7.27,14.54,0.0,14.54,Cash
3650,45,5,2,30,,4,3.22,12.88,0.0,12.88,Card
3651,45,3,9,24,,2,8.9,17.8,0.0,17.8,Card
3652,45,2,4,4,,2,5.45,10.9,0.0,10.9,Cash
3653,45,4,10,37,,1,433.84,433.84,0.0,433.84,Digital Wallet
3654,45,1,9,27,,2,9.13,18.26,0.0,18.26,Card
3655,45,5,8,25,,2,7.49,14.98,0.0,14.98,Digital Wallet
3656,45,5,2,24,,1,3.15,3.15,0.0,3.15,Cash
3657,45,1,10,28,,1,459.16,459.16,0.0,459.16,Card
3658,45,5,10,11,,1,452.45,452.45,0.0,452.45,Digital Wallet
3659,45,1,8,35,,1,7.75,7.75,0.0,7.75,Card
3660,45,2,9,27,,2,9.04,18.08,0.0,18.08,Digital Wallet
3661,45,1,2,7,,1,3.3,3.3,0.0,3.3,Card
3662,45,4,6,9,,1,180.19,180.19,0.0,180.19,Card
3663,45,5,9,35,,2,8.89,17.78,0.0,17.78,Card
3664,45,1,2,26,,1,3.08,3.08,0.0,3.08,Card
3665,45,1,9,1,,2,9.34,18.68,0.0,18.68,Digital Wallet
3666,45,3,6,5,2,1,182.21,182.21,27.33,154.88,Card
3667,45,1,4,27,,1,5.41,5.41,0.0,5.41,Digital Wallet
3668,45,4,1,31,,1,2.57,2.57,0.0,2.57,Cash
3669,45,4,5,2,2,1,293.43,293.43,44.01,249.42,Cash
3670,45,5,6,13,2,1,175.89,175.89,26.38,149.51,Cash
3671,45,1,2,22,,1,3.21,3.21,0.0,3.21,Digital Wallet
3672,45,5,8,40,,4,7.63,30.52,0.0,30.52,Card
3673,45,3,8,38,,2,7.23,14.46,0.0,14.46,Cash
3674,45,4,9,32,,3,9.21,27.630000000000003,0.0,27.63,Cash
3675,45,4,1,34,,1,2.46,2.46,0.0,2.46,Gift Card
3676,45,3,4,26,,5,5.44,27.200000000000003,0.0,27.2,Cash
3677,45,4,9,34,,3,9.09,27.27,0.0,27.27,Card
3678,45,5,5,18,2,1,290.27,290.27,43.54,246.73,Digital Wallet
3679,45,4,5,34,,1,305.06,305.06,0.0,305.06,Card
3680,45,2,7,8,,3,25.12,75.36,0.0,75.36,Card
3681,45,1,8,15,,1,7.25,7.25,0.0,7.25,Cash
3682,45,3,9,2,,1,9.11,9.11,0.0,9.11,Cash
3683,45,3,8,6,,1,7.52,7.52,0.0,7.52,Digital Wallet
3684,45,3,7,35,,1,24.5,24.5,0.0,24.5,Card
3685,45,2,7,31,,1,25.31,25.31,0.0,25.31,Card
3686,45,5,9,18,,3,8.96,26.880000000000003,0.0,26.88,Card
3687,45,5,7,5,,2,24.91,49.82,0.0,49.82,Cash
3688,45,1,9,21,,1,8.75,8.75,0.0,8.75,Card
3689,45,1,6,26,,1,183.87,183.87,0.0,183.87,Card
3690,45,2,4,14,,1,5.47,5.47,0.0,5.47,Digital Wallet
3691,45,3,3,30,,1,3.1,3.1,0.0,3.1,Card
3692,45,5,6,5,,1,187.03,187.03,0.0,187.03,Card
3693,45,2,4,28,,2,5.49,10.98,0.0,10.98,Card
3694,45,3,6,29,,1,173.54,173.54,0.0,173.54,Card
3695,45,5,2,37,,1,3.28,3.28,0.0,3.28,Card
3696,46,3,8,24,,1,7.61,7.61,0.0,7.61,Cash
3697,46,4,10,4,,1,437.39,437.39,0.0,437.39,Cash
3698,46,5,4,18,,1,5.44,5.44,0.0,5.44,Digital Wallet
3699,46,1,10,8,,1,455.14,455.14,0.0,455.14,Card
3700,46,4,10,26,2,1,455.96,455.96,68.39,387.57,Card
3701,46,4,3,17,,2,2.9,5.8,0.0,5.8,Digital Wallet
3702,46,3,2,40,,1,3.18,3.18,0.0,3.18,Digital Wallet
3703,46,5,10,7,2,1,437.61,437.61,65.64,371.97,Cash
3704,46,4,1,25,,1,2.54,2.54,0.0,2.54,Card
3705,46,2,10,15,,1,425.74,425.74,0.0,425.74,Card
3706,46,2,4,40,,4,5.42,21.68,0.0,21.68,Cash
3707,46,3,8,23,,1,7.52,7.52,0.0,7.52,Card
3708,46,2,3,14,,2,2.95,5.9,0.0,5.9,Card
3709,46,4,4,13,,4,5.57,22.28,0.0,22.28,Card
3710,46,2,8,29,,3,7.38,22.14,0.0,22.14,Card
3711,46,4,6,8,,1,180.35,180.35,0.0,180.35,Card
3712,46,5,1,24,,1,2.49,2.49,0.0,2.49,Cash
3713,46,5,8,14,,1,7.52,7.52,0.0,7.52,Card
3714,46,2,9,8,,2,9.0,18.0,0.0,18.0,Cash
3715,46,5,2,31,,5,3.29,16.45,0.0,16.45,Cash
3716,46,1,8,34,,2,7.5,15.0,0.0,15.0,Card
3717,46,5,2,7,,1,3.18,3.18,0.0,3.18,Digital Wallet
3718,46,5,10,1,,1,453.69,453.69,0.0,453.69,Digital Wallet
3719,46,3,7,21,,1,24.76,24.76,0.0,24.76,Digital Wallet
3720,46,2,1,9,,1,2.53,2.53,0.0,2.53,Card
3721,46,2,9,12,,1,8.79,8.79,0.0,8.79,Card
3722,46,5,7,2,,2,25.11,50.22,0.0,50.22,Digital Wallet
3723,46,2,8,10,,3,7.58,22.740000000000002,0.0,22.74,Card
3724,46,4,1,28,,1,2.56,2.56,0.0,2.56,Cash
3725,46,2,3,39,,2,3.08,6.16,0.0,6.16,Cash
3726,46,5,9,38,,3,8.75,26.25,0.0,26.25,Card
3727,46,3,1,32,,2,2.48,4.96,0.0,4.96,Cash
3728,46,2,8,31,,2,7.38,14.76,0.0,14.76,Card
3729,46,3,9,18,,1,9.08,9.08,0.0,9.08,Cash
3730,46,2,8,2,,1,7.56,7.56,0.0,7.56,Card
3731,46,1,2,27,,4,3.17,12.68,0.0,12.68,Cash
3732,46,2,10,2,,1,444.51,444.51,0.0,444.51,Card
3733,46,4,6,20,,1,178.07,178.07,0.0,178.07,Card
3734,46,2,1,1,,2,2.41,4.82,0.0,4.82,Cash
3735,46,4,9,2,,2,8.65,17.3,0.0,17.3,Cash
3736,46,3,10,4,,1,454.06,454.06,0.0,454.06,Card
3737,46,3,8,17,,1,7.58,7.58,0.0,7.58,Digital Wallet
3738,46,3,3,12,,2,3.03,6.06,0.0,6.06,Card
3739,46,2,10,2,2,1,444.47,444.47,66.67,377.8,Cash
3740,46,4,10,1,2,1,449.64,449.64,67.45,382.19,Cash
3741,46,1,3,4,,1,3.02,3.02,0.0,3.02,Cash
3742,46,4,1,31,,3,2.53,7.59,0.0,7.59,Card
3743,46,5,9,20,,1,9.0,9.0,0.0,9.0,Card
3744,46,2,10,34,,1,453.03,453.03,0.0,453.03,Card
3745,46,3,4,4,,1,5.6,5.6,0.0,5.6,Cash
3746,46,4,3,23,,3,3.07,9.209999999999999,0.0,9.21,Digital Wallet
3747,46,1,10,31,2,1,456.32,456.32,68.45,387.87,Card
3748,46,3,10,5,,1,460.02,460.02,0.0,460.02,Card
3749,46,5,8,25,,3,7.52,22.56,0.0,22.56,Card
3750,46,3,2,29,,1,3.28,3.28,0.0,3.28,Card
3751,46,2,8,37,,1,7.59,7.59,0.0,7.59,Cash
3752,46,5,9,25,,4,9.23,36.92,0.0,36.92,Digital Wallet
3753,46,4,9,1,,1,9.28,9.28,0.0,9.28,Card
3754,46,1,6,26,2,1,175.28,175.28,26.29,148.99,Card
3755,46,3,4,9,,5,5.48,27.400000000000002,0.0,27.4,Card
3756,46,3,1,28,,4,2.49,9.96,0.0,9.96,Cash
3757,46,1,1,19,,2,2.55,5.1,0.0,5.1,Card
3758,46,2,8,10,,1,7.25,7.25,0.0,7.25,Digital Wallet
3759,46,1,8,23,,1,7.79,7.79,0.0,7.79,Digital Wallet
3760,46,4,4,28,,1,5.35,5.35,0.0,5.35,Card
3761,46,4,2,9,,3,3.2,9.600000000000001,0.0,9.6,Cash
3762,46,4,10,39,2,1,453.38,453.38,68.01,385.37,Card
3763,46,1,3,20,,3,3.01,9.03,0.0,9.03,Digital Wallet
3764,46,3,4,3,,1,5.66,5.66,0.0,5.66,Cash
3765,46,1,10,16,2,1,438.81,438.81,65.82,372.99,Cash
3766,46,2,3,3,,2,2.97,5.94,0.0,5.94,Card
3767,46,1,8,14,,1,7.38,7.38,0.0,7.38,Cash
3768,46,1,6,14,2,1,174.57,174.57,26.19,148.38,Card
3769,46,5,6,14,2,1,182.74,182.74,27.41,155.33,Card
3770,46,1,1,36,,1,2.55,2.55,0.0,2.55,Card
3771,46,1,10,27,,1,458.14,458.14,0.0,458.14,Card
3772,46,5,8,30,,4,7.51,30.04,0.0,30.04,Card
3773,46,4,6,39,,1,179.82,179.82,0.0,179.82,Digital Wallet
3774,46,5,2,1,,1,3.21,3.21,0.0,3.21,Card
3775,46,1,1,34,,3,2.47,7.41,0.0,7.41,Card
3776,46,3,3,24,,1,3.03,3.03,0.0,3.03,Card
3777,46,3,8,29,,1,7.33,7.33,0.0,7.33,Card
3778,46,4,10,13,,1,457.52,457.52,0.0,457.52,Card
3779,46,5,3,24,,2,2.99,5.98,0.0,5.98,Gift Card
3780,46,4,10,26,2,1,460.24,460.24,69.04,391.2,Cash
3781,46,2,1,8,,2,2.54,5.08,0.0,5.08,Card
3782,46,3,4,23,,2,5.67,11.34,0.0,11.34,Card
3783,46,4,2,7,,2,3.17,6.34,0.0,6.34,Cash
3784,46,1,9,4,,1,8.47,8.47,0.0,8.47,Digital Wallet
3785,46,1,7,39,,2,24.93,49.86,0.0,49.86,Card
3786,46,3,2,25,,1,3.13,3.13,0.0,3.13,Digital Wallet
3787,46,2,10,23,2,1,447.42,447.42,67.11,380.31,Digital Wallet
3788,46,1,6,3,2,1,177.5,177.5,26.62,150.88,Digital Wallet
3789,46,1,10,1,2,1,457.66,457.66,68.65,389.01,Card
3790,46,3,4,11,,1,5.52,5.52,0.0,5.52,Card
3791,46,4,9,5,,1,9.04,9.04,0.0,9.04,Digital Wallet
3792,46,5,10,23,2,1,441.75,441.75,66.26,375.49,Cash
3793,46,5,6,16,2,1,179.84,179.84,26.98,152.86,Cash
3794,46,2,10,38,2,1,454.4,454.4,68.16,386.24,Cash
3795,46,3,10,20,,1,435.76,435.76,0.0,435.76,Cash
3796,46,4,10,29,2,1,444.71,444.71,66.71,378.0,Card
3797,46,5,10,13,2,1,451.54,451.54,67.73,383.81,Card
3798,46,5,4,16,,2,5.64,11.28,0.0,11.28,Card
3799,46,3,3,15,,3,3.09,9.27,0.0,9.27,Cash
3800,46,1,8,33,,3,7.54,22.62,0.0,22.62,Digital Wallet
3801,46,2,8,38,,2,7.33,14.66,0.0,14.66,Card
3802,46,3,10,15,2,1,451.41,451.41,67.71,383.7,Card
3803,46,2,6,25,,1,180.7,180.7,0.0,180.7,Card
3804,46,2,8,12,,1,7.64,7.64,0.0,7.64,Digital Wallet
3805,46,1,3,3,,1,2.94,2.94,0.0,2.94,Card
3806,46,2,1,11,,1,2.46,2.46,0.0,2.46,Digital Wallet
3807,46,1,10,28,,1,448.95,448.95,0.0,448.95,Card
3808,46,4,10,8,2,1,437.16,437.16,65.57,371.59,Card
3809,46,2,9,32,,2,9.01,18.02,0.0,18.02,Card
3810,46,4,9,21,,2,9.26,18.52,0.0,18.52,Card
3811,46,2,8,36,,1,7.64,7.64,0.0,7.64,Card
3812,46,1,4,11,,4,5.34,21.36,0.0,21.36,Cash
3813,46,5,8,8,,4,7.44,29.76,0.0,29.76,Digital Wallet
3814,46,5,2,9,,3,3.15,9.45,0.0,9.45,Digital Wallet
3815,46,4,4,12,,1,5.53,5.53,0.0,5.53,Cash
3816,46,3,5,34,,1,294.39,294.39,0.0,294.39,Card
3817,47,5,5,9,,1,287.98,287.98,0.0,287.98,Card
3818,47,3,4,16,,1,5.52,5.52,0.0,5.52,Card
3819,47,5,8,19,,4,7.4,29.6,0.0,29.6,Digital Wallet
3820,47,4,5,39,,1,296.72,296.72,0.0,296.72,Digital Wallet
3821,47,4,4,18,,2,5.51,11.02,0.0,11.02,Card
3822,47,1,2,15,,1,3.03,3.03,0.0,3.03,Card
3823,47,5,3,1,,1,2.89,2.89,0.0,2.89,Digital Wallet
3824,47,5,8,9,,1,7.25,7.25,0.0,7.25,Digital Wallet
3825,47,2,7,22,,2,25.25,50.5,0.0,50.5,Card
3826,47,3,1,29,,2,2.5,5.0,0.0,5.0,Card
3827,47,1,6,23,,1,181.69,181.69,0.0,181.69,Cash
3828,47,1,8,33,,1,7.2,7.2,0.0,7.2,Cash
3829,47,2,6,18,,1,169.73,169.73,0.0,169.73,Card
3830,47,4,10,2,2,1,459.05,459.05,68.86,390.19,Card
3831,47,2,3,10,,1,2.97,2.97,0.0,2.97,Cash
3832,47,4,10,9,2,1,435.59,435.59,65.34,370.25,Card
3833,47,4,10,30,,1,450.68,450.68,0.0,450.68,Cash
3834,47,2,7,15,,1,23.78,23.78,0.0,23.78,Cash
3835,47,4,7,9,,3,25.26,75.78,0.0,75.78,Card
3836,47,4,8,34,,7,7.53,52.71,0.0,52.71,Card
3837,47,5,1,39,,3,2.45,7.3500000000000005,0.0,7.35,Digital Wallet
3838,47,5,1,1,,1,2.51,2.51,0.0,2.51,Digital Wallet
3839,47,4,7,18,,1,24.91,24.91,0.0,24.91,Cash
3840,47,2,5,36,2,1,302.31,302.31,45.35,256.96,Card
3841,47,5,3,26,,1,3.09,3.09,0.0,3.09,Card
3842,47,3,3,18,,1,2.98,2.98,0.0,2.98,Card
3843,47,4,4,18,,3,5.39,16.169999999999998,0.0,16.17,Card
3844,47,5,3,28,,1,2.97,2.97,0.0,2.97,Card
3845,47,3,8,40,,3,7.44,22.32,0.0,22.32,Card
3846,47,3,4,21,,1,5.36,5.36,0.0,5.36,Digital Wallet
3847,47,5,8,1,,2,7.67,15.34,0.0,15.34,Digital Wallet
3848,47,5,4,14,,1,5.39,5.39,0.0,5.39,Digital Wallet
3849,47,1,1,9,,2,2.45,4.9,0.0,4.9,Card
3850,47,3,10,3,,1,456.53,456.53,0.0,456.53,Card
3851,47,1,2,38,,1,3.34,3.34,0.0,3.34,Card
3852,47,5,9,15,,1,9.09,9.09,0.0,9.09,Card
3853,47,3,7,35,,1,25.27,25.27,0.0,25.27,Digital Wallet
3854,47,2,9,10,,4,8.91,35.64,0.0,35.64,Card
3855,47,5,9,22,,2,9.04,18.08,0.0,18.08,Digital Wallet
3856,47,4,3,10,,1,2.97,2.97,0.0,2.97,Digital Wallet
3857,47,5,8,25,,2,7.28,14.56,0.0,14.56,Card
3858,47,2,7,39,,3,24.44,73.32000000000001,0.0,73.32,Digital Wallet
3859,47,3,10,18,,1,450.22,450.22,0.0,450.22,Cash
3860,47,3,10,33,2,1,457.43,457.43,68.61,388.82,Card
3861,47,3,8,28,,3,7.53,22.59,0.0,22.59,Digital Wallet
3862,47,5,9,27,,2,8.88,17.76,0.0,17.76,Cash
3863,47,2,3,16,,4,3.01,12.04,0.0,12.04,Card
3864,47,1,2,19,,2,3.16,6.32,0.0,6.32,Cash
3865,47,2,2,33,,1,3.27,3.27,0.0,3.27,Cash
3866,47,1,1,1,,4,2.51,10.04,0.0,10.04,Card
3867,47,3,2,6,,1,3.28,3.28,0.0,3.28,Card
3868,47,3,3,38,,1,2.93,2.93,0.0,2.93,Cash
3869,47,5,8,25,,1,7.11,7.11,0.0,7.11,Digital Wallet
3870,47,2,3,37,,3,2.97,8.91,0.0,8.91,Card
3871,47,3,7,6,,1,25.1,25.1,0.0,25.1,Card
3872,47,5,6,2,,1,177.86,177.86,0.0,177.86,Digital Wallet
3873,47,4,3,19,,3,2.97,8.91,0.0,8.91,Card
3874,47,5,9,8,,2,8.76,17.52,0.0,17.52,Cash
3875,47,2,4,28,,3,5.66,16.98,0.0,16.98,Card
3876,47,4,8,29,,1,7.55,7.55,0.0,7.55,Card
3877,47,3,9,18,,2,8.66,17.32,0.0,17.32,Digital Wallet
3878,47,3,6,18,,1,174.52,174.52,0.0,174.52,Card
3879,48,4,10,13,,1,454.28,454.28,0.0,454.28,Card
3880,48,4,1,37,,1,2.44,2.44,0.0,2.44,Digital Wallet
3881,48,1,10,40,,1,430.39,430.39,0.0,430.39,Digital Wallet
3882,48,1,3,32,,1,2.98,2.98,0.0,2.98,Card
3883,48,1,10,33,,1,436.97,436.97,0.0,436.97,Card
3884,48,4,7,28,,2,24.93,49.86,0.0,49.86,Cash
3885,48,4,10,10,,1,434.7,434.7,0.0,434.7,Cash
3886,48,2,8,31,,1,7.35,7.35,0.0,7.35,Card
3887,48,1,9,2,,3,9.17,27.509999999999998,0.0,27.51,Card
3888,48,3,10,19,2,1,446.07,446.07,66.91,379.16,Card
3889,48,3,3,26,,1,3.06,3.06,0.0,3.06,Digital Wallet
3890,48,3,3,26,,1,2.83,2.83,0.0,2.83,Digital Wallet
3891,48,5,4,12,,3,5.4,16.200000000000003,0.0,16.2,Card
3892,48,2,2,24,,2,3.12,6.24,0.0,6.24,Cash
3893,48,5,8,27,,2,7.39,14.78,0.0,14.78,Cash
3894,48,1,1,3,,2,2.57,5.14,0.0,5.14,Card
3895,48,2,1,34,,3,2.44,7.32,0.0,7.32,Card
3896,48,5,3,34,,1,3.06,3.06,0.0,3.06,Card
3897,48,1,8,23,,3,7.51,22.53,0.0,22.53,Card
3898,48,2,2,10,,3,3.29,9.870000000000001,0.0,9.87,Digital Wallet
3899,48,4,9,24,,3,9.07,27.21,0.0,27.21,Card
3900,48,2,7,25,,1,24.81,24.81,0.0,24.81,Gift Card
3901,48,3,9,1,,1,9.34,9.34,0.0,9.34,Card
3902,48,2,5,2,2,1,305.24,305.24,45.79,259.45,Digital Wallet
3903,48,4,8,23,,4,7.41,29.64,0.0,29.64,Card
3904,48,5,8,38,,1,7.36,7.36,0.0,7.36,Card
3905,48,5,7,35,,2,25.12,50.24,0.0,50.24,Digital Wallet
3906,48,2,3,20,,3,3.0,9.0,0.0,9.0,Card
3907,48,1,10,8,,1,441.36,441.36,0.0,441.36,Card
3908,48,5,4,37,,6,5.58,33.480000000000004,0.0,33.48,Card
3909,48,2,3,10,,2,2.93,5.86,0.0,5.86,Card
3910,48,4,10,31,,1,442.1,442.1,0.0,442.1,Card
3911,48,1,10,13,2,1,445.12,445.12,66.77,378.35,Gift Card
3912,48,3,10,26,2,1,456.96,456.96,68.54,388.42,Cash
3913,48,1,9,2,,3,8.94,26.82,0.0,26.82,Card
3914,48,2,3,20,,5,3.04,15.2,0.0,15.2,Card
3915,48,3,2,33,,6,3.18,19.080000000000002,0.0,19.08,Cash
3916,48,4,8,17,,3,7.4,22.200000000000003,0.0,22.2,Card
3917,48,4,8,26,,1,7.18,7.18,0.0,7.18,Card
3918,48,4,10,27,,1,468.14,468.14,0.0,468.14,Card
3919,48,2,1,3,,1,2.54,2.54,0.0,2.54,Card
3920,48,4,2,27,,1,3.2,3.2,0.0,3.2,Gift Card
3921,48,5,2,30,,4,3.29,13.16,0.0,13.16,Card
3922,48,2,10,27,,1,425.11,425.11,0.0,425.11,Card
3923,48,4,8,33,,3,7.74,23.22,0.0,23.22,Card
3924,48,5,7,23,,1,24.32,24.32,0.0,24.32,Card
3925,48,2,4,2,,2,5.32,10.64,0.0,10.64,Digital Wallet
3926,48,1,8,22,,4,7.45,29.8,0.0,29.8,Cash
3927,48,1,8,9,,3,7.43,22.29,0.0,22.29,Cash
3928,48,2,8,40,,2,7.48,14.96,0.0,14.96,Card
3929,48,5,3,19,,3,2.94,8.82,0.0,8.82,Digital Wallet
3930,48,5,7,18,,1,24.8,24.8,0.0,24.8,Card
3931,48,4,9,4,,1,8.75,8.75,0.0,8.75,Digital Wallet
3932,48,1,9,9,,2,9.33,18.66,0.0,18.66,Cash
3933,48,4,7,39,,2,25.0,50.0,0.0,50.0,Card
3934,48,4,1,20,,2,2.52,5.04,0.0,5.04,Card
3935,48,2,1,37,,2,2.52,5.04,0.0,5.04,Card
3936,48,3,9,11,,4,8.97,35.88,0.0,35.88,Digital Wallet
3937,48,4,8,13,,1,7.38,7.38,0.0,7.38,Card
3938,48,2,7,38,,1,24.6,24.6,0.0,24.6,Card
3939,48,3,10,19,,1,459.93,459.93,0.0,459.93,Card
3940,48,2,10,2,,1,457.08,457.08,0.0,457.08,Cash
3941,49,5,4,4,,2,5.73,11.46,0.0,11.46,Cash
3942,49,1,1,40,,1,2.47,2.47,0.0,2.47,Cash
3943,49,2,6,26,,1,182.46,182.46,0.0,182.46,Card
3944,49,4,5,39,2,1,296.58,296.58,44.49,252.09,Gift Card
3945,49,5,8,29,,5,7.33,36.65,0.0,36.65,Card
3946,49,4,6,25,2,1,177.62,177.62,26.64,150.98,Cash
3947,49,3,8,33,,1,7.11,7.11,0.0,7.11,Card
3948,49,5,10,12,2,1,438.23,438.23,65.73,372.5,Card
3949,49,2,10,12,,1,452.6,452.6,0.0,452.6,Card
3950,49,5,8,4,,1,7.44,7.44,0.0,7.44,Card
3951,49,4,1,9,,1,2.43,2.43,0.0,2.43,Digital Wallet
3952,49,5,6,30,2,1,174.96,174.96,26.24,148.72,Card
3953,49,4,2,24,,6,3.18,19.080000000000002,0.0,19.08,Card
3954,49,5,2,22,,4,3.19,12.76,0.0,12.76,Card
3955,49,2,2,15,,1,3.11,3.11,0.0,3.11,Card
3956,49,4,9,33,,1,8.62,8.62,0.0,8.62,Card
3957,49,1,8,1,,2,7.92,15.84,0.0,15.84,Cash
3958,49,4,2,20,,1,3.22,3.22,0.0,3.22,Cash
3959,49,4,1,16,,6,2.5,15.0,0.0,15.0,Card
3960,49,3,7,12,,1,24.43,24.43,0.0,24.43,Card
3961,49,5,5,27,,1,302.74,302.74,0.0,302.74,Digital Wallet
3962,49,1,10,3,2,1,467.37,467.37,70.11,397.26,Card
3963,49,1,3,30,,1,2.97,2.97,0.0,2.97,Card
3964,49,3,1,25,,3,2.49,7.470000000000001,0.0,7.47,Cash
3965,49,1,7,20,,2,24.68,49.36,0.0,49.36,Cash
3966,49,4,3,5,,3,3.03,9.09,0.0,9.09,Card
3967,49,4,10,11,2,1,436.12,436.12,65.42,370.7,Card
3968,49,2,10,16,2,1,461.23,461.23,69.18,392.05,Digital Wallet
3969,49,2,10,6,2,1,460.97,460.97,69.15,391.82,Cash
3970,49,5,6,33,2,1,177.79,177.79,26.67,151.12,Cash
3971,49,1,8,1,,1,7.5,7.5,0.0,7.5,Cash
3972,49,5,10,28,2,1,448.04,448.04,67.21,380.83,Cash
3973,49,5,4,24,,4,5.51,22.04,0.0,22.04,Card
3974,49,3,8,26,,1,7.38,7.38,0.0,7.38,Digital Wallet
3975,49,5,10,27,,1,449.35,449.35,0.0,449.35,Card
3976,49,1,9,17,,1,9.09,9.09,0.0,9.09,Digital Wallet
3977,49,1,3,2,,1,2.99,2.99,0.0,2.99,Cash
3978,49,2,7,21,,2,24.97,49.94,0.0,49.94,Card
3979,49,4,2,25,,3,3.24,9.72,0.0,9.72,Card
3980,49,4,8,22,,1,7.32,7.32,0.0,7.32,Cash
3981,49,3,3,20,,1,3.02,3.02,0.0,3.02,Digital Wallet
3982,49,4,7,39,,4,25.92,103.68,0.0,103.68,Cash
3983,49,3,1,36,,1,2.48,2.48,0.0,2.48,Card
